PARAM,LATIN_NAME,TISSUE_NAME,Basis,PARAM_level,PARAM_trend,STATION_CODE,Long,Lat,Station_name,Value,UNIT,Ratio_EQS,Color_EQS,Ratio_proref,Color_proref,Ratio_food,Color_food,EQS,PROREF,Food_limit,Trend_string,trendshape,MYEAR,DRYWT,FAT_PERC,N_median,Det_limit,Over_LOQ,Value_min,Value_p25,Value_p75,Value_max,PROREF_stations,series,firstyear_all,lastyear_all,Trend_type,last_year,first_year,p,y_mean,y_q2.5,y_q97.5,perc_detected
PB,Mytilus edulis,Whole soft body,WW,PB,PB,I301,10.7363333333333,59.9053333333333,"Akershuskaia, Inner Oslofjord",0.78,MG_P_KG,NA,NA,4,2,0.0052,1,NA,0.195,150,Increasing,nonlinear,2023,13,1.38,3,NA,3,0.59,0.685,0.8,0.8200000000000001,"11X,48A",5030 PB Mytilus edulis SB NA,1992,2023,short,2023,2014,0.0020647936835820335,0.6258094874553057,0.26735412188111174,0.9842648530294997,1
PB,Mytilus edulis,Whole soft body,WW,PB,PB,I304,10.589,59.8513333333333,"Gåsøya, Inner Oslofjord",0.26,MG_P_KG,NA,NA,1.3333333333333333,2,0.0017333333333333335,1,NA,0.195,150,Increasing,linear,2023,14,0.938,3,NA,3,0.17,0.21500000000000002,0.29000000000000004,0.32,"11X,48A",5031 PB Mytilus edulis SB NA,1998,2023,short,2023,2014,0.0119,0.1781927116287303,0.04483783321408727,0.3115475900433733,1
PB,Mytilus edulis,Whole soft body,WW,PB,PB,I965,14.12537,66.31162,"Moholmen, Inner Ranfjord",0.39,MG_P_KG,NA,NA,2,2,0.0026,1,NA,0.195,150,NA,NA,2022,11.3,NA,3,NA,3,0.34,0.365,0.4,0.41,"11X,48A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
PB,Mytilus edulis,Whole soft body,WW,PB,PB,I969,14.0349,66.28022,"Bjørnbærviken, Inner Ranfjord",0.14,MG_P_KG,NA,NA,0.717948717948718,1,9.333333333333334e-4,1,NA,0.195,150,NA,NA,2022,16,NA,3,0.05,2,0.05,0.095,0.4,0.66,"11X,48A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,10A2,30.341745,70.137283,"Skallnes, Outer Varangerfjord",16,MG_P_KG,NA,NA,0.9060022650056625,1,NA,NA,NA,17.66,NA,No change,NA,2023,18,0.815,3,NA,3,14,15,16.5,17,"43A,I712,48A",4869 ZN Mytilus edulis SB NA,1996,2023,short,2023,2014,NA,-0.05308006716264302,-0.11063139472309391,0.004471260397807868,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,11X,29.741,69.8993,"Brashavn, Outer Varangerfjord",13,MG_P_KG,NA,NA,0.7361268403171007,1,NA,NA,NA,17.66,NA,Decreasing,linear,2023,16,0.388,3,NA,3,13,13,14,15,"43A,I712,48A",4878 ZN Mytilus edulis SB NA,1997,2023,short,2023,2014,0.004,-0.08873364437728704,-0.14546828970132683,-0.03199899905324724,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,15A,6.9159,58.04605,"Gåsøya-Ullerøya, Farsund",12,MG_P_KG,NA,NA,0.6795016987542469,1,NA,NA,NA,17.66,NA,Decreasing,linear,2023,9,0.485,3,NA,3,10,11,13.5,15,"43A,I712,48A",4882 ZN Mytilus edulis SB NA,1990,2023,short,2023,2014,0.0205,-0.08489951918482674,-0.15504013936222555,-0.01475889900742794,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,22A,5.15203,59.58711,"Espevær, Outer Bømlafjord",17,MG_P_KG,NA,NA,0.9626274065685164,1,NA,NA,NA,17.66,NA,Decreasing,linear,2023,16,0.345,3,NA,3,14,15.5,17.5,18,"43A,I712,48A",4682 ZN Mytilus edulis SB NA,1990,2023,short,2023,2014,0,-0.13690548180993112,-0.18965540042609175,-0.08415556319377047,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,26A2,5.04878333333333,61.9362166666667,"Vågsvåg, Outer Nordfjord",18,MG_P_KG,NA,NA,1.0192525481313703,2,NA,NA,NA,17.66,NA,No change,NA,2023,20,1.5,3,NA,3,15,16.5,19.5,21,"43A,I712,48A",4848 ZN Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,0.042401945759960924,-0.1988359488302456,0.2836398403501674,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,28A2,6.239601,62.465851,Ålesund harbour,24,MG_P_KG,NA,NA,1.3590033975084939,2,NA,NA,NA,17.66,NA,No change,NA,2023,14,0.407,3,NA,3,19,21.5,27.5,31,"43A,I712,48A",12207 ZN Mytilus edulis SB NA,2017,2023,short,2023,2017,NA,-0.02377771934131445,-0.35671531469452056,0.30915987601189165,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,30A,10.711,59.88362,"Gressholmen, Inner Oslofjord",22,MG_P_KG,NA,NA,1.245753114382786,2,NA,NA,NA,17.66,NA,Increasing,nonlinear,2023,15,1.35,3,NA,3,21,21.5,22.5,23,"43A,I712,48A",4954 ZN Mytilus edulis SB NA,1984,2023,short,2023,2014,0.0015086475965331303,0.2278749410578378,0.09519492468663526,0.3605549574290403,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,31A,10.6515,59.6155,"Solbergstrand, Mid Oslofjord",19,MG_P_KG,NA,NA,1.0758776896942241,2,NA,NA,NA,17.66,NA,No change,NA,2023,15,1.25,3,NA,3,17,18,19.5,20,"43A,I712,48A",4963 ZN Mytilus edulis SB NA,1983,2023,short,2023,2014,NA,-0.04376390162835442,-0.09164017774760488,0.004112374490896055,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,36A,10.525,59.0274,"Færder, Outer Oslofjord",19,MG_P_KG,NA,NA,1.0758776896942241,2,NA,NA,NA,17.66,NA,Increasing,nonlinear,2023,11,0.933,3,NA,3,15,17,19.5,20,"43A,I712,48A",4850 ZN Mytilus edulis SB NA,1983,2023,short,2023,2014,0.005048276222713199,0.30770740181782585,0.10244867232328533,0.5129661313123663,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,56A,6.602,60.2205,"Kvalnes, Mid Sørfjord",19,MG_P_KG,NA,NA,1.0758776896942241,2,NA,NA,NA,17.66,NA,Too few years,NA,2023,13,1.15,3,NA,3,15,17,19.5,20,"43A,I712,48A",4688 ZN Mytilus edulis SB NA,1987,2023,short,NA,NA,NA,NA,NA,NA,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,57A,6.689524,60.387073,"Krossanes, Outer Sørfjord",12,MG_P_KG,NA,NA,0.6795016987542469,1,NA,NA,NA,17.66,NA,NA,NA,2020,16,1.8,3,NA,3,11,11.5,12.5,13,"43A,I712,48A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,64A,6.6223,60.4239,"Utne, Outer Sørfjord",15,MG_P_KG,NA,NA,0.8493771234428086,1,NA,NA,NA,17.66,NA,No change,NA,2023,13,1.16,3,NA,3,14,14.5,15,15,"43A,I712,48A",4851 ZN Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,-0.0311860551320553,-0.2809296641664156,0.21855755390230502,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,65A,6.15266666666667,60.2423333333333,"Vikingneset, Mid Hardangerfjord",17,MG_P_KG,NA,NA,0.9626274065685164,1,NA,NA,NA,17.66,NA,No change,NA,2023,15,0.97,3,NA,3,14,15.5,19,21,"43A,I712,48A",4689 ZN Mytilus edulis SB NA,1987,2023,short,2023,2014,NA,0.20759586098559168,-0.11192167491723398,0.5271133968884174,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,71A,9.75366666666667,59.0233333333333,"Bjørkøya, Langesundfjord",25,MG_P_KG,NA,NA,1.4156285390713477,2,NA,NA,NA,17.66,NA,Increasing,nonlinear,2023,10,0.743,1,NA,1,25,25,25,25,"43A,I712,48A",5104 ZN Mytilus edulis SB NA,1983,2023,short,2023,2014,0.0012155029223706038,0.3373740084397152,0.1457451489517835,0.529002867927647,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,76A2,9.28104,58.7327,"Risøya, Risør",18,MG_P_KG,NA,NA,1.0192525481313703,2,NA,NA,NA,17.66,NA,No change,NA,2023,9.5,0.429,3,NA,3,14,16,18,18,"43A,I712,48A",4854 ZN Mytilus edulis SB NA,2013,2023,short,2023,2014,NA,0.10015549459650153,-0.13364818975711745,0.3339591789501205,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,91A2,9.56386,63.651438,"Ørland area, Outer Trondheimsfjord",18,MG_P_KG,NA,NA,1.0192525481313703,2,NA,NA,NA,17.66,NA,No change,NA,2023,21,1.12,3,NA,3,16,17,19.5,21,"43A,I712,48A",4855 ZN Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,-0.02035028008532791,-0.19404053539381524,0.15333997522315942,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,97A2,14.621928,67.41271,"Mjelle, Bodø area",11,MG_P_KG,NA,NA,0.622876557191393,1,NA,NA,NA,17.66,NA,No change,NA,2023,12,0.89,3,NA,3,8.8,9.9,11,11,"43A,I712,48A",4857 ZN Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,-0.12362422073923973,-0.38984766058729425,0.1425992191088148,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,97A3,14.395639,67.296306,Bodø harbour,17,MG_P_KG,NA,NA,0.9626274065685164,1,NA,NA,NA,17.66,NA,No change,NA,2023,13,1.26,3,NA,3,16,16.5,18,19,"43A,I712,48A",12204 ZN Mytilus edulis SB NA,2017,2023,short,2023,2017,NA,-0.2101002001043213,-0.4719615674357138,0.05176116722707125,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,98A2,14.6627,68.24917,Svolvær airport area,8.6,MG_P_KG,NA,NA,0.4869762174405436,1,NA,NA,NA,17.66,NA,Decreasing,nonlinear,2023,13,0.76,3,NA,3,8.2,8.399999999999999,9.2,9.8,"43A,I712,48A",4990 ZN Mytilus edulis SB NA,1997,2023,short,2023,2014,0.010070683856657547,-0.2247056006708803,-0.38496508617747094,-0.06444611516428969,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I023,11.136779,59.095112,"Singlekalven, Hvaler",22,MG_P_KG,NA,NA,1.245753114382786,2,NA,NA,NA,17.66,NA,No change,NA,2023,9.5,0.935,3,NA,3,20,21,22,22,"43A,I712,48A",5019 ZN Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,0.13866844900217856,-0.023505200522026592,0.3008420985263837,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I024,10.987336,59.079053,"Kirkøy, Hvaler",29,MG_P_KG,NA,NA,1.6421291053227633,2,NA,NA,NA,17.66,NA,Increasing,linear,2023,11,0.668,3,NA,3,24,26.5,29.5,30,"43A,I712,48A",5020 ZN Mytilus edulis SB NA,1995,2023,short,2023,2014,0.0027,0.30884823884376544,0.1385365457750464,0.4791599319124845,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I131A,7.7083,58.05557,"Lastad, Søgne",14,MG_P_KG,NA,NA,0.7927519818799547,1,NA,NA,NA,17.66,NA,No change,NA,2023,12,0.845,3,NA,3,12,13,16,18,"43A,I712,48A",5022 ZN Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,-0.06698267933075286,-0.24350699955353938,0.10954164089203366,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I133,8.00166666666667,58.1316666666667,"Odderøya, Kristiansand harbour",22,MG_P_KG,NA,NA,1.245753114382786,2,NA,NA,NA,17.66,NA,NA,NA,2020,13,1.1,3,NA,3,16,19,23.5,25,"43A,I712,48A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I241,5.303955,60.4007721666667,"Nordnes, Bergen harbour",17,MG_P_KG,NA,NA,0.9626274065685164,1,NA,NA,NA,17.66,NA,Decreasing,nonlinear,2023,18,1.61,3,NA,3,14,15.5,18,19,"43A,I712,48A",5027 ZN Mytilus edulis SB NA,1995,2023,short,2023,2014,0.0017207036030294498,-0.42715761463794877,-0.634863369803935,-0.2194518594719625,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I301,10.7363333333333,59.9053333333333,"Akershuskaia, Inner Oslofjord",26,MG_P_KG,NA,NA,1.4722536806342015,2,NA,NA,NA,17.66,NA,No change,NA,2023,13,1.38,3,NA,3,22,24,28,30,"43A,I712,48A",5030 ZN Mytilus edulis SB NA,1992,2023,short,2023,2014,NA,0.06760199110232534,-0.07539788605713946,0.21060186826179014,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I304,10.589,59.8513333333333,"Gåsøya, Inner Oslofjord",24,MG_P_KG,NA,NA,1.3590033975084939,2,NA,NA,NA,17.66,NA,No change,NA,2023,14,0.938,3,NA,3,22,23,25,26,"43A,I712,48A",5031 ZN Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,0.1619450550898094,0.009990318087163635,0.3138997920924551,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I965,14.12537,66.31162,"Moholmen, Inner Ranfjord",14,MG_P_KG,NA,NA,0.7927519818799547,1,NA,NA,NA,17.66,NA,NA,NA,2022,11.3,NA,3,NA,3,12,13,14.5,15,"43A,I712,48A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ZN,Mytilus edulis,Whole soft body,WW,ZN,ZN,I969,14.0349,66.28022,"Bjørnbærviken, Inner Ranfjord",11,MG_P_KG,NA,NA,0.622876557191393,1,NA,NA,NA,17.66,NA,NA,NA,2022,16,NA,3,NA,3,5.8,8.4,17,23,"43A,I712,48A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,10A2,30.341745,70.137283,"Skallnes, Outer Varangerfjord",0.113,UG_P_KG,1.8524590163934427e-4,1,0.5044642857142857,1,NA,NA,610,0.224,NA,No change,NA,2020,17,1.4,3,NA,3,0.113,0.113,0.1235,0.134,"43A,41A,10A2,11X",4869 DDEPP Mytilus edulis SB NA,1996,2020,short,2020,2014,NA,-0.1092670403007805,-0.28435687574826135,0.06582279514670036,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,11X,29.741,69.8993,"Brashavn, Outer Varangerfjord",0.1,UG_P_KG,1.639344262295082e-4,1,0.44642857142857145,1,NA,NA,610,0.224,NA,No change,NA,2020,15,1.1,3,0.1,1,0.1,0.1,0.113,0.126,"43A,41A,10A2,11X",4878 DDEPP Mytilus edulis SB NA,1997,2020,short,2020,2014,NA,-0.20225632130854132,-0.4025119457261572,-0.002000696890925441,0.3333333333333333
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,22A,5.15203,59.58711,"Espevær, Outer Bømlafjord",0.412,UG_P_KG,6.754098360655737e-4,1,1.8392857142857142,2,NA,NA,610,0.224,NA,No change,NA,2020,17,1.4,3,NA,3,0.355,0.38349999999999995,0.488,0.564,"43A,41A,10A2,11X",4682 DDEPP Mytilus edulis SB NA,1992,2020,short,2020,2014,NA,0.0272734163641688,-0.13737902874653116,0.19192586147486876,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,30A,10.711,59.88362,"Gressholmen, Inner Oslofjord",0.713,UG_P_KG,0.0011688524590163934,1,3.183035714285714,2,NA,NA,610,0.224,NA,No change,NA,2020,15,1.2,3,NA,3,0.58,0.6465,0.7535000000000001,0.794,"43A,41A,10A2,11X",4954 DDEPP Mytilus edulis SB NA,1992,2020,short,2020,2014,NA,0.18004013458201618,-0.0913319322421765,0.45141220140620886,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,31A,10.6515,59.6155,"Solbergstrand, Mid Oslofjord",0.461,UG_P_KG,7.557377049180328e-4,1,2.0580357142857144,2,NA,NA,610,0.224,NA,No change,NA,2020,16,1.5,3,NA,3,0.454,0.4575,0.5235,0.586,"43A,41A,10A2,11X",4963 DDEPP Mytilus edulis SB NA,1992,2020,short,2020,2014,NA,0.005176235452432176,-0.16756928695129206,0.1779217578561564,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,36A,10.525,59.0274,"Færder, Outer Oslofjord",0.123,UG_P_KG,2.016393442622951e-4,1,0.5491071428571428,1,NA,NA,610,0.224,NA,No change,NA,2020,14,1.2,3,NA,3,0.111,0.11699999999999999,0.125,0.127,"43A,41A,10A2,11X",4850 DDEPP Mytilus edulis SB NA,1992,2020,short,2020,2014,NA,-0.13973303929447,-0.2823874179808574,0.00292133939191741,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,56A,6.602,60.2205,"Kvalnes, Mid Sørfjord",8.79,UG_P_KG,0.01440983606557377,1,39.24107142857142,2,NA,NA,610,0.224,NA,Decreasing,nonlinear,2023,13,1.15,3,NA,3,6.79,7.789999999999999,9.315,9.84,"43A,41A,10A2,11X",4688 DDEPP Mytilus edulis SB NA,1991,2023,short,2023,2014,0.029605520639920613,-0.8925225101102914,-1.672648102114969,-0.11239691810561359,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,57A,6.689524,60.387073,"Krossanes, Outer Sørfjord",3.95,UG_P_KG,0.006475409836065574,1,17.633928571428573,2,NA,NA,610,0.224,NA,NA,NA,2020,16,1.8,3,NA,3,3.54,3.745,4.12,4.29,"43A,41A,10A2,11X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,64A,6.6223,60.4239,"Utne, Outer Sørfjord",5.95,UG_P_KG,0.009754098360655737,1,26.5625,2,NA,NA,610,0.224,NA,No change,NA,2023,13,1.16,3,NA,3,4.95,5.45,6.33,6.71,"43A,41A,10A2,11X",4851 DDEPP Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,-0.2046520869118258,-0.7625087375801739,0.3532045637565223,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,65A,6.15266666666667,60.2423333333333,"Vikingneset, Mid Hardangerfjord",1.64,UG_P_KG,0.002688524590163934,1,7.321428571428571,2,NA,NA,610,0.224,NA,No change,NA,2020,19,2.2,3,NA,3,1.55,1.595,1.6749999999999998,1.71,"43A,41A,10A2,11X",4689 DDEPP Mytilus edulis SB NA,1992,2019,short,2019,2014,NA,0.02932921158566018,-0.08024374086609164,0.138902164037412,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,71A,9.75366666666667,59.0233333333333,"Bjørkøya, Langesundfjord",0.179,UG_P_KG,2.9344262295081966e-4,1,0.7991071428571428,1,NA,NA,610,0.224,NA,No change,NA,2020,11,1,1,NA,1,0.179,0.179,0.179,0.179,"43A,41A,10A2,11X",5104 DDEPP Mytilus edulis SB NA,1992,2020,short,2020,2014,NA,-0.10009004645161057,-0.2512734813737825,0.051093388470561385,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,76A2,9.28104,58.7327,"Risøya, Risør",0.1,UG_P_KG,1.639344262295082e-4,1,0.44642857142857145,1,NA,NA,610,0.224,NA,No change,NA,2020,12,0.64,3,0.1,1,0.1,0.1,0.124,0.148,"43A,41A,10A2,11X",4854 DDEPP Mytilus edulis SB NA,2013,2020,short,2020,2014,NA,0.19226860119274525,-1.480301099283501,1.8648383016689916,0.3333333333333333
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,I133,8.00166666666667,58.1316666666667,"Odderøya, Kristiansand harbour",0.261,UG_P_KG,4.278688524590164e-4,1,1.1651785714285714,2,NA,NA,610,0.224,NA,NA,NA,2020,13,1.1,3,NA,3,0.135,0.198,0.4225,0.584,"43A,41A,10A2,11X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,I301,10.7363333333333,59.9053333333333,"Akershuskaia, Inner Oslofjord",0.32,UG_P_KG,5.245901639344263e-4,1,1.4285714285714286,2,NA,NA,610,0.224,NA,Decreasing,linear,2020,13,1.4,3,NA,3,0.261,0.2905,0.3635,0.407,"43A,41A,10A2,11X",5030 DDEPP Mytilus edulis SB NA,1992,2020,short,2020,2014,1e-4,-0.31008295585968004,-0.44792599399577626,-0.17223991772358382,1
DDEPP,Mytilus edulis,Whole soft body,WW,DDEPP,DDEPP,I304,10.589,59.8513333333333,"Gåsøya, Inner Oslofjord",0.338,UG_P_KG,5.540983606557377e-4,1,1.5089285714285714,2,NA,NA,610,0.224,NA,No change,NA,2020,14,1.3,3,NA,3,0.206,0.272,0.4535,0.569,"43A,41A,10A2,11X",5031 DDEPP Mytilus edulis SB NA,1995,2020,short,2020,2014,NA,-0.10764150298212138,-0.25693806520591134,0.041655059241668596,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,10A2,30.341745,70.137283,"Skallnes, Outer Varangerfjord",0.005,MG_P_KG,0.25,1,0.40983606557377045,1,0.09999999999999999,1,0.02,0.0122,0.05,Decreasing,nonlinear,2023,18,0.815,3,NA,3,0.005,0.005,0.0055,0.006,"36A,46A,10A2",4869 HG Mytilus edulis SB NA,1996,2023,short,2023,2014,6.982681194223073e-5,-0.48482352688904773,-0.6833661436118912,-0.28628091016620427,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,11X,29.741,69.8993,"Brashavn, Outer Varangerfjord",0.006,MG_P_KG,0.3,1,0.4918032786885246,1,0.12,1,0.02,0.0122,0.05,Decreasing,nonlinear,2023,16,0.388,3,NA,3,0.005,0.0055,0.006500000000000001,0.007,"36A,46A,10A2",4878 HG Mytilus edulis SB NA,1997,2023,short,2023,2014,6.538216866855961e-4,-0.4602026226252516,-0.6922244380773122,-0.228180807173191,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,15A,6.9159,58.04605,"Gåsøya-Ullerøya, Farsund",0.006,MG_P_KG,0.3,1,0.4918032786885246,1,0.12,1,0.02,0.0122,0.05,Decreasing,nonlinear,2023,9,0.485,3,NA,3,0.006,0.006,0.007,0.008,"36A,46A,10A2",4882 HG Mytilus edulis SB NA,1990,2023,short,2023,2014,0.024465556739454497,-0.34520217928414887,-0.6360902430411455,-0.05431411552715232,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,22A,5.15203,59.58711,"Espevær, Outer Bømlafjord",0.015,MG_P_KG,0.75,1,1.2295081967213113,2,0.3,1,0.02,0.0122,0.05,No change,NA,2023,16,0.345,3,NA,3,0.013000000000000001,0.014,0.0155,0.016,"36A,46A,10A2",4682 HG Mytilus edulis SB NA,1990,2023,short,2023,2014,NA,0.08339789933641173,-0.008872368578471387,0.17566816725129486,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,26A2,5.04878333333333,61.9362166666667,"Vågsvåg, Outer Nordfjord",0.011,MG_P_KG,0.5499999999999999,1,0.901639344262295,1,0.21999999999999997,1,0.02,0.0122,0.05,No change,NA,2023,20,1.5,3,NA,3,0.011,0.011,0.0115,0.012,"36A,46A,10A2",4848 HG Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,0.13308572299408183,-0.13925188944479955,0.4054233354329632,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,28A2,6.239601,62.465851,Ålesund harbour,0.018000000000000002,MG_P_KG,0.9000000000000001,1,1.4754098360655739,2,0.36000000000000004,1,0.02,0.0122,0.05,Decreasing,linear,2023,14,0.407,3,NA,3,0.016,0.017,0.019500000000000003,0.021,"36A,46A,10A2",12207 HG Mytilus edulis SB NA,2017,2023,short,2023,2017,0.0341,-0.680083741344899,-1.2221398299094681,-0.1380276527803299,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,30A,10.711,59.88362,"Gressholmen, Inner Oslofjord",0.017,MG_P_KG,0.8500000000000001,1,1.3934426229508197,2,0.34,1,0.02,0.0122,0.05,No change,NA,2023,15,1.35,3,NA,3,0.016,0.0165,0.0175,0.018000000000000002,"36A,46A,10A2",4954 HG Mytilus edulis SB NA,1984,2023,short,2023,2014,NA,-0.0301026126314361,-0.2882024515890484,0.2279972263261762,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,31A,10.6515,59.6155,"Solbergstrand, Mid Oslofjord",0.011,MG_P_KG,0.5499999999999999,1,0.901639344262295,1,0.21999999999999997,1,0.02,0.0122,0.05,No change,NA,2023,15,1.25,3,NA,3,0.01,0.010499999999999999,0.0125,0.014,"36A,46A,10A2",4963 HG Mytilus edulis SB NA,1981,2023,short,2023,2014,NA,-0.11574342329540821,-0.5526169199767046,0.3211300733858881,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,36A,10.525,59.0274,"Færder, Outer Oslofjord",0.009000000000000001,MG_P_KG,0.45000000000000007,1,0.7377049180327869,1,0.18000000000000002,1,0.02,0.0122,0.05,No change,NA,2023,11,0.933,3,NA,3,0.009000000000000001,0.009000000000000001,0.01,0.011,"36A,46A,10A2",4850 HG Mytilus edulis SB NA,1981,2023,short,2023,2014,NA,0.21103680109571687,-0.015726578129369007,0.43780018032080276,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,56A,6.602,60.2205,"Kvalnes, Mid Sørfjord",0.051000000000000004,MG_P_KG,2.5500000000000003,2,4.180327868852459,2,1.02,2,0.02,0.0122,0.05,Decreasing,linear,2023,13,1.15,3,NA,3,0.051000000000000004,0.051000000000000004,0.053500000000000006,0.056,"36A,46A,10A2",4688 HG Mytilus edulis SB NA,1987,2023,short,2023,2014,2e-4,-0.20518983926914514,-0.3045833562273682,-0.10579632231092206,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,57A,6.689524,60.387073,"Krossanes, Outer Sørfjord",0.028,MG_P_KG,1.4,2,2.2950819672131146,2,0.5599999999999999,1,0.02,0.0122,0.05,NA,NA,2020,16,1.8,3,NA,3,0.022,0.025,0.0285,0.029,"36A,46A,10A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,64A,6.6223,60.4239,"Utne, Outer Sørfjord",0.018000000000000002,MG_P_KG,0.9000000000000001,1,1.4754098360655739,2,0.36000000000000004,1,0.02,0.0122,0.05,No change,NA,2023,13,1.16,3,NA,3,0.018000000000000002,0.018000000000000002,0.021,0.024,"36A,46A,10A2",4851 HG Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,-0.09799563816288925,-0.2957491777862271,0.09975790146044863,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,65A,6.15266666666667,60.2423333333333,"Vikingneset, Mid Hardangerfjord",0.02,MG_P_KG,1,1,1.6393442622950818,2,0.39999999999999997,1,0.02,0.0122,0.05,Decreasing,linear,2023,15,0.97,3,NA,3,0.017,0.018500000000000003,0.022,0.024,"36A,46A,10A2",4689 HG Mytilus edulis SB NA,1987,2023,short,2023,2014,0.0077,-0.07888870908477674,-0.13500585568104329,-0.022771562488510186,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,71A,9.75366666666667,59.0233333333333,"Bjørkøya, Langesundfjord",0.05,MG_P_KG,2.5,2,4.098360655737705,2,1,1,0.02,0.0122,0.05,No change,NA,2023,10,0.743,1,NA,1,0.05,0.05,0.05,0.05,"36A,46A,10A2",5104 HG Mytilus edulis SB NA,1981,2023,short,2023,2014,NA,0.11511657796314934,-0.1660202438913202,0.39625339981761887,1
