PARAM,LATIN_NAME,TISSUE_NAME,Basis,PARAM_level,PARAM_trend,STATION_CODE,Long,Lat,Station_name,Value,UNIT,Ratio_EQS,Color_EQS,Ratio_proref,Color_proref,Ratio_food,Color_food,EQS,PROREF,Food_limit,Trend_string,trendshape,MYEAR,DRYWT,FAT_PERC,N_median,Det_limit,Over_LOQ,Value_min,Value_p25,Value_p75,Value_max,PROREF_stations,series,firstyear_all,lastyear_all,Trend_type,last_year,first_year,p,y_mean,y_q2.5,y_q97.5,perc_detected
HG,Mytilus edulis,Whole soft body,WW,HG,HG,76A2,9.28104,58.7327,"Risøya, Risør",0.022,MG_P_KG,1.0999999999999999,2,1.80327868852459,2,0.43999999999999995,1,0.02,0.0122,0.05,No change,NA,2023,9.5,0.429,3,NA,3,0.02,0.020999999999999998,0.0225,0.023,"36A,46A,10A2",4854 HG Mytilus edulis SB NA,2013,2023,short,2023,2014,NA,-0.46735247222725906,-1.0726670211405476,0.13796207668602944,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,91A2,9.56386,63.651438,"Ørland area, Outer Trondheimsfjord",0.01,MG_P_KG,0.5,1,0.8196721311475409,1,0.19999999999999998,1,0.02,0.0122,0.05,No change,NA,2023,21,1.12,3,NA,3,0.009000000000000001,0.0095000000000000015,0.01,0.01,"36A,46A,10A2",4855 HG Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,-0.24256992062478533,-0.48908934470863397,0.003949503459063308,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,97A2,14.621928,67.41271,"Mjelle, Bodø area",0.021,MG_P_KG,1.05,2,1.721311475409836,2,0.42,1,0.02,0.0122,0.05,No change,NA,2023,12,0.89,3,NA,3,0.02,0.0205,0.0235,0.026000000000000002,"36A,46A,10A2",4857 HG Mytilus edulis SB NA,2012,2023,short,2023,2014,NA,0.14440139985636735,-0.047864848012408645,0.33666764772514335,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,97A3,14.395639,67.296306,Bodø harbour,0.008,MG_P_KG,0.4,1,0.6557377049180327,1,0.16,1,0.02,0.0122,0.05,No change,NA,2023,13,1.26,3,NA,3,0.008,0.008,0.0085,0.009000000000000001,"36A,46A,10A2",12204 HG Mytilus edulis SB NA,2017,2023,short,2023,2017,NA,-0.3726234385876248,-0.8007610373283288,0.055514160153079195,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,98A2,14.6627,68.24917,Svolvær airport area,0.015,MG_P_KG,0.75,1,1.2295081967213113,2,0.3,1,0.02,0.0122,0.05,No change,NA,2023,13,0.76,3,NA,3,0.015,0.015,0.0155,0.016,"36A,46A,10A2",4990 HG Mytilus edulis SB NA,1997,2023,short,2023,2014,NA,0.06675019110686264,-0.13598102606004744,0.26948140827377276,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I023,11.136779,59.095112,"Singlekalven, Hvaler",0.028,MG_P_KG,1.4,2,2.2950819672131146,2,0.5599999999999999,1,0.02,0.0122,0.05,No change,NA,2023,9.5,0.935,3,NA,3,0.026000000000000002,0.027000000000000003,0.03,0.032,"36A,46A,10A2",5019 HG Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,-0.04968766312260087,-0.15895788900063276,0.05958256275543103,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I024,10.987336,59.079053,"Kirkøy, Hvaler",0.036000000000000004,MG_P_KG,1.8000000000000003,2,2.9508196721311477,2,0.7200000000000001,1,0.02,0.0122,0.05,No change,NA,2023,11,0.668,3,NA,3,0.034,0.035,0.041,0.046,"36A,46A,10A2",5020 HG Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,-0.07672032114701555,-0.19173956930328984,0.03829892700925873,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I131A,7.7083,58.05557,"Lastad, Søgne",0.011,MG_P_KG,0.5499999999999999,1,0.901639344262295,1,0.21999999999999997,1,0.02,0.0122,0.05,No change,NA,2023,12,0.845,3,NA,3,0.009000000000000001,0.01,0.013,0.015,"36A,46A,10A2",5022 HG Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,-0.0074662438703532175,-0.1190810779483699,0.10414859020766347,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I133,8.00166666666667,58.1316666666667,"Odderøya, Kristiansand harbour",0.019,MG_P_KG,0.95,1,1.5573770491803278,2,0.37999999999999995,1,0.02,0.0122,0.05,NA,NA,2020,13,1.1,3,NA,3,0.017,0.018000000000000002,0.020999999999999998,0.023,"36A,46A,10A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I241,5.303955,60.4007721666667,"Nordnes, Bergen harbour",0.014,MG_P_KG,0.7,1,1.1475409836065573,2,0.27999999999999997,1,0.02,0.0122,0.05,Decreasing,linear,2023,18,1.61,3,NA,3,0.014,0.014,0.014,0.014,"36A,46A,10A2",5027 HG Mytilus edulis SB NA,2009,2023,short,2023,2014,0.0342,-0.4241097611484119,-0.7858036039232101,-0.06241591837361371,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I301,10.7363333333333,59.9053333333333,"Akershuskaia, Inner Oslofjord",0.022,MG_P_KG,1.0999999999999999,2,1.80327868852459,2,0.43999999999999995,1,0.02,0.0122,0.05,Increasing,linear,2023,13,1.38,3,NA,3,0.02,0.020999999999999998,0.0225,0.023,"36A,46A,10A2",5030 HG Mytilus edulis SB NA,1992,2023,short,2023,2014,0.0317,0.11765642975344326,0.012202469063838664,0.22311039044304787,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I304,10.589,59.8513333333333,"Gåsøya, Inner Oslofjord",0.015,MG_P_KG,0.75,1,1.2295081967213113,2,0.3,1,0.02,0.0122,0.05,No change,NA,2023,14,0.938,3,NA,3,0.013000000000000001,0.014,0.0155,0.016,"36A,46A,10A2",5031 HG Mytilus edulis SB NA,1995,2023,short,2023,2014,NA,-0.06475026275087581,-0.38225239892303436,0.25275187342128275,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I965,14.12537,66.31162,"Moholmen, Inner Ranfjord",0.01,MG_P_KG,0.5,1,0.8196721311475409,1,0.19999999999999998,1,0.02,0.0122,0.05,NA,NA,2022,11.3,NA,3,NA,3,0.01,0.01,0.01,0.01,"36A,46A,10A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
HG,Mytilus edulis,Whole soft body,WW,HG,HG,I969,14.0349,66.28022,"Bjørnbærviken, Inner Ranfjord",0.006,MG_P_KG,0.3,1,0.4918032786885246,1,0.12,1,0.02,0.0122,0.05,NA,NA,2022,16,NA,3,0.005,2,0.005,0.0055,0.010499999999999999,0.015,"36A,46A,10A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,22A,5.15203,59.58711,"Espevær, Outer Bømlafjord",1.3,UG_P_KG,0.008666666666666666,1,0.1829311193977345,1,NA,NA,150,7.1065,NA,No change,NA,2020,17,1.4,3,NA,3,1.3,1.3,1.4500000000000002,1.6,11X,4682 TBSN+ Mytilus edulis SB NA,2001,2020,short,2020,2014,NA,-0.22977710591141054,-0.901038533914483,0.4414843220916619,1
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,30A,10.711,59.88362,"Gressholmen, Inner Oslofjord",16,UG_P_KG,0.10666666666666667,1,2.2514599310490397,2,NA,NA,150,7.1065,NA,Decreasing,nonlinear,2020,15,1.2,3,NA,3,14,15,16,16,11X,4954 TBSN+ Mytilus edulis SB NA,1997,2020,short,2020,2014,0.004538581022706989,-0.5660488311564644,-0.9202842861751572,-0.21181337613777168,1
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,31A,10.6515,59.6155,"Solbergstrand, Mid Oslofjord",1.2,UG_P_KG,0.008,1,0.168859494828678,1,NA,NA,150,7.1065,NA,Decreasing,linear,2020,16,1.5,3,NA,3,1.1,1.15,1.4,1.6,11X,4963 TBSN+ Mytilus edulis SB NA,2013,2020,short,2020,2014,0.0381,-0.8680461368108673,-1.5955665024278844,-0.14052577119385024,1
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,36A,10.525,59.0274,"Færder, Outer Oslofjord",0.5,UG_P_KG,0.0033333333333333335,1,0.07035812284528249,1,NA,NA,150,7.1065,NA,Decreasing,linear,2020,14,1.2,3,0.495,1,0.49,0.495,0.5700000000000001,0.64,11X,4850 TBSN+ Mytilus edulis SB NA,1997,2020,short,2020,2014,0,-1.0742513309419546,-1.2745110934330428,-0.8739915684508663,0.3333333333333333
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,I133,8.00166666666667,58.1316666666667,"Odderøya, Kristiansand harbour",6.2,UG_P_KG,0.04133333333333333,1,0.8724407232815029,1,NA,NA,150,7.1065,NA,NA,NA,2020,13,1.1,3,NA,3,4.5,5.35,6.35,6.5,11X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,I301,10.7363333333333,59.9053333333333,"Akershuskaia, Inner Oslofjord",9.9,UG_P_KG,0.066,1,1.3930908323365934,2,NA,NA,150,7.1065,NA,No change,NA,2020,13,1.4,3,NA,3,8.6,9.25,10.45,11,11X,5030 TBSN+ Mytilus edulis SB NA,2002,2020,short,2020,2014,NA,-0.5534608140405624,-1.3313588093133164,0.2244371812321917,1
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,I304,10.589,59.8513333333333,"Gåsøya, Inner Oslofjord",4.8,UG_P_KG,0.032,1,0.675437979314712,1,NA,NA,150,7.1065,NA,Decreasing,linear,2020,14,1.3,3,NA,3,3.9,4.35,4.949999999999999,5.1,11X,5031 TBSN+ Mytilus edulis SB NA,2013,2020,short,2020,2014,0.0053,-0.6054429540413779,-0.9332417443667175,-0.2776441637160384,1
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,I965,14.12537,66.31162,"Moholmen, Inner Ranfjord",0.84,UG_P_KG,0.0056,1,0.11820164638007458,1,NA,NA,150,7.1065,NA,NA,NA,2022,11.3,NA,3,0.76,2,0.76,0.8,0.9099999999999999,0.98,11X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666
TBT,Mytilus edulis,Whole soft body,WW,TBT,TBT,I969,14.0349,66.28022,"Bjørnbærviken, Inner Ranfjord",0.81,UG_P_KG,0.0054,1,0.11398015900935765,1,NA,NA,150,7.1065,NA,NA,NA,2022,16,NA,3,0.81,0,0.77,0.79,0.8400000000000001,0.87,11X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
