PARAM,LATIN_NAME,TISSUE_NAME,Basis,PARAM_level,PARAM_trend,STATION_CODE,Long,Lat,Station_name,Value,UNIT,Ratio_EQS,Color_EQS,Ratio_proref,Color_proref,Ratio_food,Color_food,EQS,PROREF,Food_limit,Trend_string,trendshape,MYEAR,DRYWT,FAT_PERC,N_median,Det_limit,Over_LOQ,Value_min,Value_p25,Value_p75,Value_max,PROREF_stations,series,firstyear_all,lastyear_all,Trend_type,last_year,first_year,p,y_mean,y_q2.5,y_q97.5,perc_detected
D5,Gadus morhua,Lever,WW,D5,D5,80B,10.371726,63.445624,Trondheim harbour,27.4,UG_P_KG,0.0018006177301702043,1,NA,NA,NA,NA,15217,NA,NA,Too few years,NA,2023,NA,NA,15,NA,15,1.37,16.55,92.7,375,NA,4843 D5 Gadus morhua LI NA,2021,2023,short,NA,NA,NA,NA,NA,NA,1
D5,Gadus morhua,Lever,WW,D5,D5,98B1,14.708138,68.18577,"Austnesfjord, Lofoten",9.51,UG_P_KG,6.24958927515279e-4,1,NA,NA,NA,NA,15217,NA,NA,Too few years,NA,2023,NA,NA,15,1,14,1,4.725,14.2,25.4,NA,4994 D5 Gadus morhua LI NA,2021,2023,short,NA,NA,NA,NA,NA,NA,0.9333333333333333
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,10B,29.7602,69.81623,"Kjøfjord, Outer Varangerfjord",25.5,UG_P_KG,0.04180327868852459,1,0.15863141524105853,1,NA,NA,610,160.749999999999,NA,No change,NA,2020,54,49.3,15,NA,15,12.8,17.45,31.5,47.4,"23B,10B,98B1",4871 DDEPP Gadus morhua LI NA,1994,2020,short,2020,2014,NA,-0.053358395987232576,-0.3549061939630308,0.24818940198856565,1
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,15B,6.746898,58.051384,"Skågskjera, Farsund",30.2,UG_P_KG,0.04950819672131147,1,0.1878693623639203,1,NA,NA,610,160.749999999999,NA,Decreasing,nonlinear,2020,47,36.8,15,NA,15,17.1,26.85,32,77.2,"23B,10B,98B1",4887 DDEPP Gadus morhua LI NA,1990,2020,short,2020,2014,2.3568111847249718e-4,-0.4634493316310593,-0.6822027365077965,-0.24469592675432203,1
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,23B,5.108565,59.895618,"Bømlo, Outer Selbjørnfjord",26.8,UG_P_KG,0.043934426229508196,1,0.16671850699844581,1,NA,NA,610,160.749999999999,NA,Decreasing,linear,2020,61,42.4,15,NA,15,14.3,20.65,37.85,66.2,"23B,10B,98B1",4922 DDEPP Gadus morhua LI NA,1990,2020,short,2020,2014,0,-0.15717272810706273,-0.22308213825662748,-0.09126331795749798,1
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,30B,10.551829,59.812653,Inner Oslofjord,161.5,UG_P_KG,0.2647540983606557,1,1.0046656298600374,2,NA,NA,610,160.749999999999,NA,No change,NA,2020,50.5,38.95,12,NA,12,124,131.75,179.5,342,"23B,10B,98B1",4684 DDEPP Gadus morhua LI NA,1984,2020,short,2020,2014,NA,0.002412415350307562,-0.1864756030270053,0.19130043372762043,1
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,36B,10.4358333333333,59.0405,"Tjøme, Outer Oslofjord",42.2,UG_P_KG,0.06918032786885246,1,0.2625194401244184,1,NA,NA,610,160.749999999999,NA,No change,NA,2020,48,30.9,15,NA,15,23.3,35.55,55.6,372,"23B,10B,98B1",4976 DDEPP Gadus morhua LI NA,1982,2020,short,2020,2014,NA,0.35723647535590564,-0.02284367424983108,0.7373166249616423,1
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,53B,6.539719,60.09727,Inner Sørfjord,224,UG_P_KG,0.36721311475409835,1,1.3934681181959652,2,NA,NA,610,160.749999999999,NA,Decreasing,nonlinear,2023,NA,29.8,10,NA,10,128,183,278.5,426,"23B,10B,98B1",5074 DDEPP Gadus morhua LI NA,1988,2023,short,2023,2014,0.03347835542677058,-1.055952953126332,-2.0064138418156454,-0.10549206443701875,1
DDEPP,Gadus morhua,Lever,WW,DDEPP,DDEPP,98B1,14.708138,68.18577,"Austnesfjord, Lofoten",51.9,UG_P_KG,0.08508196721311476,1,0.3228615863141544,1,NA,NA,610,160.749999999999,NA,Increasing,nonlinear,2020,58,58.05,15,NA,15,5.52,31.05,68.75,84.3,"23B,10B,98B1",4994 DDEPP Gadus morhua LI NA,1992,2020,short,2020,2014,0.00440570583370703,1.1339970088661535,0.4191629192933999,1.8488310984389071,1
HG,Gadus morhua,Muskel,WW,HG,HG,02B,10.97354,59.06482,"Kirkøy, Hvaler",0.11,MG_P_KG,5.5,2,1.9642857142857142,2,0.3666666666666667,1,0.02,0.056,0.3,Decreasing,linear,2023,NA,NA,7,NA,7,0.039,0.07250000000000001,0.12,0.18,10B,4847 HG Gadus morhua MU NA,2012,2023,short,2023,2014,0.0491,-0.2688424931528681,-0.5196326029473324,-0.018052383358403867,1
HG,Gadus morhua,Muskel,WW,HG,HG,10B,29.7602,69.81623,"Kjøfjord, Outer Varangerfjord",0.022,MG_P_KG,1.0999999999999999,2,0.39285714285714285,1,0.07333333333333333,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.015,0.0195,0.025500000000000002,0.057,10B,4871 HG Gadus morhua MU NA,1994,2023,short,2023,2014,NA,-0.10289361137183928,-0.5341640225991011,0.3283767998554225,1
HG,Gadus morhua,Muskel,WW,HG,HG,13B,7.9885,58.1328333333333,Kristiansand harbour area,0.037,MG_P_KG,1.8499999999999999,2,0.6607142857142857,1,0.12333333333333334,1,0.02,0.056,0.3,Decreasing,nonlinear,2023,NA,NA,15,NA,15,0.013000000000000001,0.034,0.064,0.08,10B,4844 HG Gadus morhua MU NA,2009,2023,short,2023,2014,0.02690700984247385,-0.8295905064645162,-1.4879840970498854,-0.17119691587914687,1
HG,Gadus morhua,Muskel,WW,HG,HG,15B,6.746898,58.051384,"Skågskjera, Farsund",0.17,MG_P_KG,8.5,2,3.035714285714286,2,0.5666666666666668,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.11,0.14,0.20500000000000002,0.28,10B,4887 HG Gadus morhua MU NA,1990,2023,short,2023,2014,NA,0.31486340833239446,-0.21428248020820884,0.8440092968729977,1
HG,Gadus morhua,Muskel,WW,HG,HG,19B,13.46,78.17,"Isfjorden, Svalbard",0.024,MG_P_KG,1.2,2,0.42857142857142855,1,0.08,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.015,0.019000000000000003,0.0295,0.11,10B,12205 HG Gadus morhua MU NA,2017,2023,short,2023,2017,NA,-0.522602563198804,-1.11975192924035,0.07454680284274173,1
HG,Gadus morhua,Muskel,WW,HG,HG,20B,15.4795,78.2623,"Longyearbyen, Svalbard",0.017,MG_P_KG,0.8500000000000001,1,0.3035714285714286,1,0.05666666666666667,1,0.02,0.056,0.3,Too few years,NA,2023,NA,NA,15,NA,15,0.011,0.012,0.019,0.029,10B,13704 HG Gadus morhua MU NA,2021,2023,short,NA,NA,NA,NA,NA,NA,1
HG,Gadus morhua,Muskel,WW,HG,HG,23B,5.108565,59.895618,"Bømlo, Outer Selbjørnfjord",0.13,MG_P_KG,6.5,2,2.3214285714285716,2,0.43333333333333335,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.077,0.11,0.17,0.31,10B,4922 HG Gadus morhua MU NA,1990,2023,short,2023,2014,NA,0.10592330563749552,-0.161675045234083,0.37352165650907404,1
HG,Gadus morhua,Muskel,WW,HG,HG,24B,5.27069,60.39664,Bergen harbour area,0.11,MG_P_KG,5.5,2,1.9642857142857142,2,0.3666666666666667,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,7,NA,7,0.051000000000000004,0.093,0.175,0.26,10B,10921 HG Gadus morhua MU NA,2015,2023,short,2023,2015,NA,-0.8284439004588311,-1.6139539974628108,-0.04293380345485143,1
HG,Gadus morhua,Muskel,WW,HG,HG,28B,6.06861666666667,62.4677833333333,Ålesund harbour area,0.25,MG_P_KG,12.5,2,4.464285714285714,2,0.8333333333333334,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.056,0.16999999999999998,0.41500000000000004,0.5700000000000001,10B,4849 HG Gadus morhua MU NA,2012,2023,short,2023,2014,NA,-0.34685495712283565,-0.8400931488063244,0.14638323456065305,1
HG,Gadus morhua,Muskel,WW,HG,HG,30B,10.551829,59.812653,Inner Oslofjord,0.18,MG_P_KG,9,2,3.214285714285714,2,0.6,1,0.02,0.056,0.3,Decreasing,nonlinear,2023,NA,NA,15,NA,15,0.041,0.13,0.19,0.27,10B,4684 HG Gadus morhua MU NA,1984,2023,short,2023,2014,0.0017507992402558958,-0.5010311528881983,-0.7974048139809498,-0.2046574917954469,1
HG,Gadus morhua,Muskel,WW,HG,HG,36B,10.4358333333333,59.0405,"Tjøme, Outer Oslofjord",0.078,MG_P_KG,3.9,2,1.3928571428571428,2,0.26,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.063,0.0745,0.096,0.12,10B,4976 HG Gadus morhua MU NA,1981,2023,short,2023,2014,NA,0.01501900119770383,-0.28122941796227136,0.311267420357679,1
HG,Gadus morhua,Muskel,WW,HG,HG,43B2,18.974,69.653,Tromsø harbour area,0.042,MG_P_KG,2.1,2,0.75,1,0.14,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.023,0.0325,0.053500000000000006,0.17,10B,4845 HG Gadus morhua MU NA,2009,2023,short,2023,2014,NA,-0.0959355130107622,-0.3456020213756864,0.15373099535416204,1
HG,Gadus morhua,Muskel,WW,HG,HG,45B2,23.6333333333333,70.65,Hammerfest harbour area,0.03,MG_P_KG,1.5,2,0.5357142857142857,1,0.1,1,0.02,0.056,0.3,Decreasing,linear,2023,NA,NA,15,NA,15,0.008,0.025500000000000002,0.0385,0.064,10B,10922 HG Gadus morhua MU NA,2012,2023,short,2023,2014,0.0055,-0.45932398619766124,-0.7338546417071473,-0.18479333068817516,1
HG,Gadus morhua,Muskel,WW,HG,HG,53B,6.539719,60.09727,Inner Sørfjord,0.18,MG_P_KG,9,2,3.214285714285714,2,0.6,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.076,0.0925,0.22,0.42,10B,5074 HG Gadus morhua MU NA,1987,2023,short,2023,2014,NA,-0.04605094854910785,-0.1560467257969962,0.06394482869878049,1
HG,Gadus morhua,Muskel,WW,HG,HG,71B,9.70275,59.0465,"Stathelle area, Langesundfjord",0.11,MG_P_KG,5.5,2,1.9642857142857142,2,0.3666666666666667,1,0.02,0.056,0.3,Decreasing,linear,2023,NA,NA,15,NA,15,0.061,0.07100000000000001,0.13,0.16,10B,4853 HG Gadus morhua MU NA,2012,2023,short,2023,2014,0.0015,-0.5570941846936357,-0.8383465409772022,-0.2758418284100692,1
HG,Gadus morhua,Muskel,WW,HG,HG,80B,10.371726,63.445624,Trondheim harbour,0.084,MG_P_KG,4.2,2,1.5,2,0.28,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.045,0.067,0.12,0.2,10B,4843 HG Gadus morhua MU NA,2009,2023,short,2023,2014,NA,0.13300449331732977,-0.20481391973975316,0.4708229063744127,1
HG,Gadus morhua,Muskel,WW,HG,HG,96B,12.503554,66.04437,Sandnessjøen area,0.057,MG_P_KG,2.85,2,1.0178571428571428,2,0.19,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.032,0.042499999999999996,0.067,0.08700000000000001,10B,4856 HG Gadus morhua MU NA,2013,2023,short,2023,2014,NA,0.08185062693245104,-0.330672049928693,0.49437330379359506,1
HG,Gadus morhua,Muskel,WW,HG,HG,98B1,14.708138,68.18577,"Austnesfjord, Lofoten",0.095,MG_P_KG,4.75,2,1.6964285714285714,2,0.3166666666666667,1,0.02,0.056,0.3,No change,NA,2023,NA,NA,15,NA,15,0.052000000000000005,0.0695,0.12000000000000001,0.26,10B,4994 HG Gadus morhua MU NA,1992,2023,short,2023,2014,NA,0.07168549647424793,-0.0547130741123911,0.19808406706088696,1
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,13B,7.9885,58.1328333333333,Kristiansand harbour area,0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,35.4,5,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4844 PFOA Gadus morhua LI NA,2009,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,19B,13.46,78.17,"Isfjorden, Svalbard",0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,44,13,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",12205 PFOA Gadus morhua LI NA,2017,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,20B,15.4795,78.2623,"Longyearbyen, Svalbard",0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,43.9,11,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",13704 PFOA Gadus morhua LI NA,2021,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,23B,5.108565,59.895618,"Bømlo, Outer Selbjørnfjord",0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,51,15,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4922 PFOA Gadus morhua LI NA,1993,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,24B,5.27069,60.39664,Bergen harbour area,0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,43.25,6,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",10921 PFOA Gadus morhua LI NA,2015,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,30B,10.551829,59.812653,Inner Oslofjord,0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,40.45,8,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4684 PFOA Gadus morhua LI NA,1993,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,36B,10.4358333333333,59.0405,"Tjøme, Outer Oslofjord",0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,26.6,15,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4976 PFOA Gadus morhua LI NA,2007,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,43B2,18.974,69.653,Tromsø harbour area,0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,42.7,15,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4845 PFOA Gadus morhua LI NA,2009,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,53B,6.539719,60.09727,Inner Sørfjord,0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,29.8,10,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",5074 PFOA Gadus morhua LI NA,2005,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,80B,10.371726,63.445624,Trondheim harbour,0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,38.4,13,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4843 PFOA Gadus morhua LI NA,2009,2023,short,NA,NA,NA,NA,NA,NA,0
PFOA,Gadus morhua,Lever,WW,PFOA,PFOA,98B1,14.708138,68.18577,"Austnesfjord, Lofoten",0.5,UG_P_KG,0.00547645125958379,1,0.05,1,NA,NA,91.3,10,NA,Too few years,NA,2023,NA,55.4,15,0.5,0,0.5,0.5,0.5,0.5,"43B2,13B,80B,53B,36B,98B1,23B,30B",4994 PFOA Gadus morhua LI NA,2006,2023,short,NA,NA,NA,NA,NA,NA,0
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,13B,7.9885,58.1328333333333,Kristiansand harbour area,0.74,UG_P_KG,0.08131868131868132,1,0.072195121951219507,1,NA,NA,9.1,10.25,NA,No change,NA,2023,NA,35.4,5,NA,5,0.57,0.69,0.75,0.87,"43B2,80B",4844 PFOS Gadus morhua LI NA,2009,2023,short,2023,2014,NA,-0.6477603640953394,-1.5891571214380993,0.2936363932474203,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,19B,13.46,78.17,"Isfjorden, Svalbard",0.48,UG_P_KG,0.05274725274725275,1,0.04682926829268293,1,NA,NA,9.1,10.25,NA,Increasing,linear,2023,NA,44,13,NA,13,0.22,0.27,0.67,1.36,"43B2,80B",12205 PFOS Gadus morhua LI NA,2017,2023,short,2023,2017,0.0126,0.6430105597997761,0.2461269690648551,1.039894150534697,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,20B,15.4795,78.2623,"Longyearbyen, Svalbard",0.24,UG_P_KG,0.026373626373626374,1,0.023414634146341463,1,NA,NA,9.1,10.25,NA,Too few years,NA,2023,NA,43.9,11,NA,11,0.11,0.185,0.28500000000000003,0.36,"43B2,80B",13704 PFOS Gadus morhua LI NA,2021,2023,short,NA,NA,NA,NA,NA,NA,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,23B,5.108565,59.895618,"Bømlo, Outer Selbjørnfjord",0.71,UG_P_KG,0.07802197802197802,1,0.06926829268292682,1,NA,NA,9.1,10.25,NA,Decreasing,linear,2023,NA,51,15,NA,15,0.29,0.61,0.755,1.58,"43B2,80B",4922 PFOS Gadus morhua LI NA,1993,2023,short,2023,2014,0,-1.2694911472506099,-1.6849674144813551,-0.8540148800198646,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,24B,5.27069,60.39664,Bergen harbour area,0.5,UG_P_KG,0.054945054945054944,1,0.04878048780487805,1,NA,NA,9.1,10.25,NA,No change,NA,2023,NA,43.25,6,NA,6,0.34,0.4275,0.5800000000000001,1.02,"43B2,80B",10921 PFOS Gadus morhua LI NA,2015,2023,short,2023,2015,NA,0.07683850271909409,-0.45879929979597855,0.6124763052341667,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,30B,10.551829,59.812653,Inner Oslofjord,4.35,UG_P_KG,0.478021978021978,1,0.424390243902439,1,NA,NA,9.1,10.25,NA,No change,NA,2023,NA,40.45,8,NA,8,1.93,2.765,5.74,6.43,"43B2,80B",4684 PFOS Gadus morhua LI NA,1993,2023,short,2023,2014,NA,-0.2841599841688567,-1.0715149156121666,0.5031949472744532,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,36B,10.4358333333333,59.0405,"Tjøme, Outer Oslofjord",1.28,UG_P_KG,0.14065934065934066,1,0.1248780487804878,1,NA,NA,9.1,10.25,NA,Decreasing,linear,2023,NA,26.6,15,NA,15,0.77,0.995,1.84,2.45,"43B2,80B",4976 PFOS Gadus morhua LI NA,2007,2023,short,2023,2014,1e-4,-2.1144920430643306,-2.9000396389388134,-1.3289444471898477,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,43B2,18.974,69.653,Tromsø harbour area,0.34,UG_P_KG,0.03736263736263737,1,0.033170731707317075,1,NA,NA,9.1,10.25,NA,No change,NA,2023,NA,42.7,15,NA,15,0.13,0.185,0.475,0.69,"43B2,80B",4845 PFOS Gadus morhua LI NA,2009,2023,short,2023,2014,NA,-0.2602192397730346,-0.9578108899884346,0.4373724104423653,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,53B,6.539719,60.09727,Inner Sørfjord,0.495,UG_P_KG,0.0543956043956044,1,0.04829268292682927,1,NA,NA,9.1,10.25,NA,Decreasing,linear,2023,NA,29.8,10,NA,10,0.24,0.38,0.695,2.92,"43B2,80B",5074 PFOS Gadus morhua LI NA,2005,2023,short,2023,2014,2e-4,-1.196063321277645,-1.7280033202628755,-0.6641233222924144,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,80B,10.371726,63.445624,Trondheim harbour,0.28,UG_P_KG,0.030769230769230774,1,0.02731707317073171,1,NA,NA,9.1,10.25,NA,No change,NA,2023,NA,38.4,13,NA,13,0.11,0.18,0.41,0.59,"43B2,80B",4843 PFOS Gadus morhua LI NA,2009,2023,short,2023,2014,NA,-0.6383193280239501,-1.469232025264442,0.1925933692165418,1
PFOS,Gadus morhua,Lever,WW,PFOS,PFOS,98B1,14.708138,68.18577,"Austnesfjord, Lofoten",0.25,UG_P_KG,0.027472527472527472,1,0.024390243902439025,1,NA,NA,9.1,10.25,NA,Decreasing,nonlinear,2023,NA,55.4,15,NA,15,0.08,0.16,0.4,1.09,"43B2,80B",4994 PFOS Gadus morhua LI NA,2006,2023,short,2023,2014,1.2703255060753094e-5,-1.7062691359310476,-2.1877860901102517,-1.2247521817518434,1
